# t (s)	mx ()	my ()	mz ()
5.560017993223954e-09	0.9972522	3.132055e-05	5.6552426e-06
5.570019997297906e-09	0.9972522	1.9139154e-05	9.238166e-06
5.580021881999769e-09	0.9972521	1.7927557e-06	1.1705278e-05
5.590023718332133e-09	0.99725217	-1.6152804e-05	9.832443e-06
5.600025680549779e-09	0.9972522	-2.9873374e-05	6.5160166e-06
5.610027628321818e-09	0.9972522	-3.5502544e-05	1.8215813e-07
5.620000867696502e-09	0.9972521	-3.153586e-05	-4.929726e-06
5.6300027029225695e-09	0.9972521	-1.9088671e-05	-9.853736e-06
5.64000471186614e-09	0.99725217	-1.789383e-06	-1.0774896e-05
5.650006621339216e-09	0.99725217	1.5513371e-05	-9.957512e-06
5.660008519313056e-09	0.9972522	2.8091503e-05	-5.318295e-06
5.670010397898443e-09	0.9972522	3.2844608e-05	-6.773546e-07
5.680012378978697e-09	0.9972522	2.8906074e-05	5.095313e-06
5.69001425835876e-09	0.9972522	1.7818387e-05	8.091293e-06
5.70001609106584e-09	0.9972521	2.7485855e-06	1.0100003e-05
5.710018064272535e-09	0.9972521	-1.2346448e-05	8.356908e-06
5.720019987261603e-09	0.9972522	-2.3886261e-05	5.8641212e-06
5.730021910370843e-09	0.9972521	-2.9261562e-05	8.6805534e-07
5.7400237513464116e-09	0.99725217	-2.7455082e-05	-3.016234e-06
5.750025763362772e-09	0.9972522	-1.8985354e-05	-7.330358e-06
5.760027655351251e-09	0.9972522	-5.936524e-06	-8.6579375e-06
5.770000885592597e-09	0.99725217	8.579784e-06	-9.07769e-06
5.780002775384075e-09	0.9972522	2.1052701e-05	-6.021217e-06
5.790004757740624e-09	0.9972522	2.8274793e-05	-2.576956e-06
5.80000663849851e-09	0.9972522	2.820452e-05	2.8045276e-06
5.810008486168963e-09	0.9972522	2.0720665e-05	6.326365e-06
